DATE,Time,Location,Operator,Route,AC Type,Aboard,Fatalities,Summary,url
31-Oct-00,2317,"Taipei, Taiwan",Singapore Airlines,Taipei - Los Angeles,Boeing B-747-412,179   (passengers:159  crew:20),83   (passengers:79  crew:4),"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",https://www.planecrashinfo.com/2000/2000-57.htm
31-Oct-00,1127,"Near Monaquimbundo, Angola",Aca-Ancargo,Saurimo - Luanda,Antonov AN-26,44   (passengers:39  crew:5),44   (passengers:39  crew:5),The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,https://www.planecrashinfo.com/2000/2000-58.htm
7-Nov-00,?,"Luabo, Democratic Republic Congo",Malu Aviation,?,Antonov 32B,11   (passengers:5  crew:6),2   (passengers:1  crew:1),"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.",https://www.planecrashinfo.com/2000/2000-59.htm
9-Nov-00,123,"Fort Wayne, Indiana",Superior Aviation,"Fort Wayne, IN - Milwaukee, WI",Swearingen SA.226TC Metro II,1   (passengers:0  crew:1),1   (passengers:0  crew:1),"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.",https://www.planecrashinfo.com/2000/2000-60.htm
15-Nov-00,1305,"Near Luanda, Angola",Asa Pesada,Luanda - Namibe,Antonov AN-26,57   (passengers:52  crew:5),57   (passengers:52  crew:5),The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,https://www.planecrashinfo.com/2000/2000-61.htm
20-Nov-00,1222,"Miami, Florida",American Airlines,"Miami, FL - Port au Prince",Airbus A300-600R,114   (passengers:105  crew:9),1   (passengers:0  crew:1),"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",https://www.planecrashinfo.com/2000/2000-62.htm
11-Dec-00,1445,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,Cashaschanes - Sumacal,Cessna 206,6   (passengers:5  crew:1),6   (passengers:5  crew:1),"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.",https://www.planecrashinfo.com/2000/2000-63.htm
4-Jan-01,?,"Zheng Zou AB, China",Military - People's Liberation Army,Training,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16   (passengers:0  crew:16),16   (passengers:0  crew:16),Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.,https://www.planecrashinfo.com/2001/2001-1.htm
8-Jan-01,?,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,Timika - Jayapura,CASA 212-MP Aviocar 200,9   (passengers:0  crew:9),9   (passengers:0  crew:9),"Struck Timika Peak at 11,800 ft. shortly after taking off. Controlled flight into terrain.",https://www.planecrashinfo.com/2001/2001-2.htm
23-Jan-01,2135,"Eider Point, Alaska",Majestic Air Cargo,?,Douglas C-47A-30-DK (DC-3C),2   (passengers:0  crew:2),2   (passengers:0  crew:2),"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.",https://www.planecrashinfo.com/2001/2001-3.htm
25-Jan-01,1815,"Ciudad Bolivar, Venezuela",Rutaca Airlines,Canaina - Ciudad Bolivar - Por La Mar,Douglas DC-3C (C47A-DL),24   (passengers:20  crew:4),24   (passengers:20  crew:4),The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,https://www.planecrashinfo.com/2001/2001-4.htm
27-Jan-01,1737,"Byers, Colorado",North Bay Charter,"Broomfield, CO - Stillwater, OK",Beech King Air 200 Catpass,10   (passengers:8  crew:2),10   (passengers:8  crew:2),"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilots spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation.Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.",https://www.planecrashinfo.com/2001/2001-5.htm
31-Jan-01,1650,"El Yopal, Colombia",Lineas Aereas Suramericanas,El Yopal - Mitu,Sud Aviation SE-210 Caravelle 10R,6   (passengers:3  crew:3),3   (passengers:2  crew:1),"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",https://www.planecrashinfo.com/2001/2001-6.htm
8-Feb-01,1540,"Nurnberg, Germany",E.A.S. Aeroservizi,"Nurnberg - Rome, Italy",Learjet 35A,3   (passengers:1  crew:2),3   (passengers:1  crew:2),"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.",https://www.planecrashinfo.com/2001/2001-7.htm
8-Feb-01,1920,"Beaver Island, Minnesota",Northern Illinois Flight Center,Chicago - Beaver Island,Swearingen SA.227AT Merlin IVC,6   (passengers:4  crew:2),2   (passengers:0  crew:2),"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",https://www.planecrashinfo.com/2001/2001-8.htm
10-Feb-01,?,"Jakobkondre, Suriname",Gum Air Charter,Paramaribo - Jakobkondre,GAF Nomad N24A,10   (passengers:9  crew:1),10   (passengers:9  crew:1),"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.",https://www.planecrashinfo.com/2001/2001-9.htm
27-Feb-01,1730,"Near Granton Harbour, Scotland",Loganair,Edinburgh - Belfast,Shorts 360-100,2   (passengers:0  crew:2),2   (passengers:0  crew:2),Double engine failure on take off cause the cargo plane to ditch in Firth of the Forth estuary. Icing.,https://www.planecrashinfo.com/2001/2001-10.htm
3-Mar-01,955,"Unadilla, Georgia",Military - Florida Army National Guard,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",Short 360,21   (passengers:18  crew:3),21   (passengers:18  crew:3),"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.",https://www.planecrashinfo.com/2001/2001-11.htm
3-Mar-01,1448,"Bangkok, Thailand",Thai Airways,Bangkok - Chiang Mai.,Boeing B-737-4D7,5   (passengers:0  crew:5),1   (passengers:0  crew:1),"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",https://www.planecrashinfo.com/2001/2001-12.htm
15-Mar-01,?,"Medina, Saudi Arabia",Vnukovo Airlines,Istanbul - Moscow,Tupolev 154M,174   (passengers:162  crew:12),3   (passengers:2  crew:1),"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",https://www.planecrashinfo.com/2001/2001-13.htm
